,employeeID,degree,location,technicalSkills,previousJobs,appliedJobs,searchedJobs,network
154,154,Data Science,Boston,"['Scala', 'C++', 'SQL', 'Python', 'Ruby', 'R', 'Java', 'Javascript', 'Angular', 'C', 'Swift', 'HTML/CSS', 'React', 'Linux', 'Windows', 'AWS', 'Azure', 'Spring', 'Oracle', 'NumPy', 'MySQLWorkbench', 'Scikit-learn']","[1530, 1789]","[1913, 307, 1583, 561, 1465, 1902, 24, 928, 236, 813]","[1913, 307, 1583, 561, 1465, 1902, 24, 928, 236, 813]",[]
155,155,Cyber Security,NYC,"['Javascript', 'C++', 'Scala', 'Java', 'R', 'MacOS', 'Linux', 'Windows', 'Scikit-learn', 'NumPy', 'Oracle', 'Python', 'SQL']",[],"[1151, 385, 1786, 1051, 735, 662, 1922]","[1151, 385, 1786, 1051, 735, 662, 1922]",[]
156,156,Cyber Security,San Francisco,"['HTML/CSS', 'Scala', 'Python', 'Angular', 'R', 'Java', 'Linux', 'MacOS', 'Scikit-learn', 'Oracle', 'SQL']",[],"[1231, 121, 667, 167, 1944, 1090, 1985, 102, 109, 489]","[1231, 121, 667, 167, 1944, 1090, 1985, 102, 109, 489]",[]
157,157,Cyber Security,Boston,"['Java', 'Javascript', 'HTML/CSS', 'SQL', 'C++', 'Bash', 'Linux', 'MacOS', 'Windows', 'NumPy', 'Scikit-learn', 'AWS', 'Spring', 'Python']",[],"[1934, 1517, 70, 28, 805, 1905, 165, 385]","[1934, 1517, 70, 28, 805, 1905, 165, 385]",[]
158,158,Data Science,Boston,"['Ruby', 'Angular', 'R', 'C++', 'Scala', 'Node.js', 'Windows', 'MacOS', 'AWS', 'Scikit-learn', 'PostGres', 'NumPy', 'MySQLWorkbench', 'Azure', 'Oracle', 'Javascript', 'Python', 'SQL']",[],"[1920, 78, 1554, 791, 737, 241, 1459, 1740, 1650]","[1920, 78, 1554, 791, 737, 241, 1459, 1740, 1650]",[]
159,159,Data Science,Seattle,"['HTML/CSS', 'Ruby', 'C++', 'Java', 'React', 'Bash', 'MacOS', 'Windows', 'Linux', 'NumPy', 'Scikit-learn', 'Javascript', 'Python']","[342, 1885, 1245, 644, 619]","[192, 1286, 1594, 1422, 1105, 1949, 1621, 856, 1283, 1407]","[192, 1286, 1594, 1422, 1105, 1949, 1621, 856, 1283, 1407]",[407]
160,160,Data Science,NYC,"['Angular', 'React', 'Javascript', 'R', 'C++', 'Node.js', 'Java', 'Python', 'Bash', 'Scala', 'SQL', 'Ruby', 'Swift', 'HTML/CSS', 'C', 'MacOS', 'NumPy', 'Oracle', 'AWS', 'Spring', 'Scikit-learn', 'Azure', 'PostGres']","[1015, 1735]","[309, 1663, 793, 1789, 706, 1642]","[309, 1663, 793, 1789, 706, 1642]",[51]
161,161,Information Science,NYC,"['React', 'Windows', 'Linux', 'Scikit-learn', 'Oracle', 'Javascript', 'Python', 'SQL']","[1982, 1965, 1088, 1207]","[709, 264, 1958, 1014, 126, 1878, 1425, 794, 1296]","[709, 264, 1958, 1014, 126, 1878, 1425, 794, 1296]","[290, 86]"
162,162,Computer Science,Seattle,"['Bash', 'Java', 'C++', 'SQL', 'React', 'R', 'Angular', 'Linux', 'MacOS', 'Oracle', 'Azure', 'Javascript']","[643, 639, 696]","[1980, 1805, 106, 646, 1375, 1875, 1863, 727]","[1980, 1805, 106, 646, 1375, 1875, 1863, 727]","[257, 314]"
163,163,Cyber Security,NYC,"['Python', 'Javascript', 'Scala', 'Bash', 'React', 'SQL', 'Angular', 'R', 'C++', 'C', 'Windows', 'Linux', 'MacOS', 'AWS', 'NumPy', 'Scikit-learn']","[1601, 1077, 1494, 956, 909]","[901, 1583, 735, 1081, 43, 19, 323, 1171, 978, 427]","[901, 1583, 735, 1081, 43, 19, 323, 1171, 978, 427]","[313, 439, 359]"
164,164,Data Science,Seattle,"['Node.js', 'Java', 'R', 'Scala', 'Javascript', 'C', 'Bash', 'Python', 'HTML/CSS', 'Angular', 'C++', 'React', 'SQL', 'Ruby', 'Swift', 'Windows', 'MacOS', 'Oracle', 'NumPy', 'MySQLWorkbench', 'Spring', 'Azure', 'PostGres']","[42, 989]","[396, 944, 204, 1535, 1629]","[396, 944, 204, 1535, 1629]","[219, 38, 423]"
165,165,Cyber Security,Boston,"['Node.js', 'SQL', 'Swift', 'Linux', 'Spring', 'Scikit-learn', 'AWS', 'Azure', 'NumPy', 'Javascript', 'Python', 'Java']","[351, 1934]","[685, 1357, 177, 415, 1, 1143, 1615, 97, 1168]","[685, 1357, 177, 415, 1, 1143, 1615, 97, 1168]",[34]
166,166,Computer Science,Seattle,"['C', 'Scala', 'C++', 'Python', 'Linux', 'Windows', 'Oracle', 'Scikit-learn', 'SQL']","[1091, 1105, 1129]","[466, 798, 716, 926, 1829, 1313, 1071]","[466, 798, 716, 926, 1829, 1313, 1071]","[225, 91, 204]"
167,167,Information Science,Seattle,"['C', 'SQL', 'Node.js', 'Python', 'React', 'R', 'Javascript', 'Ruby', 'C++', 'HTML/CSS', 'MacOS', 'Windows', 'Linux', 'Oracle']","[1006, 1314, 998, 1483, 1551]","[639, 1341, 1145, 881, 573, 1212, 946, 1253, 183, 1789]","[639, 1341, 1145, 881, 573, 1212, 946, 1253, 183, 1789]",[383]
168,168,Data Science,Seattle,"['Ruby', 'Python', 'Swift', 'C', 'Bash', 'C++', 'MacOS', 'Azure', 'AWS']","[1013, 693, 433, 1223, 385]","[315, 47, 600, 1369, 730, 276, 1187, 75, 311]","[315, 47, 600, 1369, 730, 276, 1187, 75, 311]","[134, 38, 262, 54, 24]"
169,169,Computer Science,Seattle,"['Python', 'Java', 'Node.js', 'SQL', 'Javascript', 'Windows', 'Oracle']",[],"[1554, 1632, 342, 538, 1004, 713, 1028, 739]","[1554, 1632, 342, 538, 1004, 713, 1028, 739]",[]
170,170,Data Science,Seattle,"['Node.js', 'C++', 'Javascript', 'C', 'Angular', 'Java', 'Ruby', 'SQL', 'Swift', 'HTML/CSS', 'React', 'Windows', 'Linux', 'NumPy', 'MySQLWorkbench', 'Python']","[719, 734, 1135, 630]","[995, 530, 40, 568, 1785, 1201, 204, 1767, 669]","[995, 530, 40, 568, 1785, 1201, 204, 1767, 669]",[484]
171,171,Computer Science,Houston,"['Angular', 'Javascript', 'Bash', 'R', 'Ruby', 'Java', 'Python', 'HTML/CSS', 'Swift', 'Node.js', 'C', 'Linux']","[833, 1560, 1952, 1694]","[119, 585, 1062, 70, 519, 763, 1295, 1558, 1333, 1156]","[119, 585, 1062, 70, 519, 763, 1295, 1558, 1333, 1156]",[421]
172,172,Cyber Security,San Francisco,"['C++', 'Scala', 'React', 'Ruby', 'Java', 'HTML/CSS', 'Swift', 'Javascript', 'Python', 'SQL', 'MacOS', 'Linux', 'Windows', 'Azure', 'Oracle']","[1324, 106, 797, 1776]","[323, 956, 1509, 122, 249, 817, 1021]","[323, 956, 1509, 122, 249, 817, 1021]","[184, 401, 357, 134]"
173,173,Cyber Security,Seattle,"['React', 'C++', 'Javascript', 'Angular', 'Node.js', 'Java', 'Ruby', 'SQL', 'Scala', 'R', 'HTML/CSS', 'C', 'Swift', 'Python', 'Bash', 'MacOS', 'Windows', 'Linux', 'MySQLWorkbench']","[206, 870, 1201]","[807, 1703, 991, 1500, 1794, 1849, 252, 491, 1315, 797]","[807, 1703, 991, 1500, 1794, 1849, 252, 491, 1315, 797]",[377]
174,174,Cyber Security,NYC,"['Angular', 'Javascript', 'SQL', 'C++', 'Java', 'React', 'Node.js', 'Swift', 'Windows', 'Spring', 'PostGres']","[1448, 165, 1154, 934]","[431, 158, 1658, 781, 1558, 1797, 443, 139, 186, 861]","[431, 158, 1658, 781, 1558, 1797, 443, 139, 186, 861]","[465, 235]"
175,175,Information Science,San Francisco,"['HTML/CSS', 'C', 'R', 'Scala', 'Bash', 'Swift', 'Linux', 'MacOS']",[1966],"[746, 1620, 255, 490, 1234, 1005, 169, 933, 1277, 592]","[746, 1620, 255, 490, 1234, 1005, 169, 933, 1277, 592]",[]
176,176,Computer Science,San Francisco,"['Swift', 'Javascript', 'Bash', 'Linux', 'MacOS']","[865, 283]","[1212, 1987, 1729]","[1212, 1987, 1729]",[]
177,177,Computer Science,Seattle,"['Javascript', 'React', 'C', 'Scala', 'SQL', 'R', 'Angular', 'HTML/CSS', 'C++', 'Bash', 'Java', 'Ruby', 'Node.js', 'Windows', 'MacOS', 'Linux', 'Spring', 'PostGres', 'Azure', 'Oracle', 'Scikit-learn', 'MySQLWorkbench', 'Python']","[702, 1718, 1241]","[1703, 379, 1054, 13, 357, 213, 1197]","[1703, 379, 1054, 13, 357, 213, 1197]","[289, 451, 487]"
178,178,Computer Science,Boston,"['HTML/CSS', 'Node.js', 'Javascript', 'Swift', 'Java', 'Angular', 'Bash', 'SQL', 'R', 'Python', 'Ruby', 'Scala', 'Windows', 'MacOS', 'PostGres']","[1110, 427, 1272, 1216]","[697, 178, 1194, 422, 743, 1731, 995]","[697, 178, 1194, 422, 743, 1731, 995]","[243, 77, 350]"
179,179,Cyber Security,NYC,"['C', 'Linux', 'Azure', 'NumPy', 'Python']",[],"[891, 1052, 362, 1260, 1296, 1354, 1908]","[891, 1052, 362, 1260, 1296, 1354, 1908]",[]
180,180,Cyber Security,Houston,"['C', 'Javascript', 'SQL', 'Node.js', 'Ruby', 'React', 'Angular', 'C++', 'HTML/CSS', 'Bash', 'R', 'Scala', 'Python', 'Linux', 'MacOS', 'Windows', 'MySQLWorkbench', 'PostGres', 'NumPy', 'Scikit-learn']","[1389, 1897]","[556, 1074, 1893, 1161]","[556, 1074, 1893, 1161]",[]
181,181,Computer Science,Boston,"['Javascript', 'SQL', 'React', 'C++', 'Ruby', 'Swift', 'MacOS', 'Linux', 'Windows', 'Scikit-learn', 'Python']",[1517],"[1751, 670, 606, 1937, 575, 1461, 1466, 1980, 217, 1692]","[1751, 670, 606, 1937, 575, 1461, 1466, 1980, 217, 1692]","[226, 214]"
182,182,Data Science,NYC,"['C', 'Linux', 'Windows', 'MacOS', 'MySQLWorkbench', 'SQL']",[959],"[5, 715, 152, 258, 142, 982]","[5, 715, 152, 258, 142, 982]",[211]
183,183,Cyber Security,Houston,"['Python', 'SQL', 'C', 'Angular', 'Javascript', 'C++', 'React', 'Ruby', 'Scala', 'Node.js', 'Swift', 'MacOS', 'PostGres', 'Spring', 'MySQLWorkbench', 'NumPy', 'Java']","[692, 1565, 1571, 33]","[1072, 1612, 1308, 823, 1116, 1342, 1997, 1333]","[1072, 1612, 1308, 823, 1116, 1342, 1997, 1333]","[97, 386, 73, 306, 475]"
184,184,Computer Science,NYC,"['SQL', 'R', 'Windows', 'AWS', 'Spring', 'Scikit-learn', 'Azure', 'Oracle', 'MySQLWorkbench', 'PostGres', 'Python', 'Java']","[305, 797]","[1900, 1891, 134, 1570, 662, 338, 296, 1155, 79, 1662]","[1900, 1891, 134, 1570, 662, 338, 296, 1155, 79, 1662]",[172]
185,185,Computer Science,San Francisco,"['Java', 'Scala', 'R', 'Swift', 'SQL', 'Javascript', 'C', 'MacOS', 'Linux', 'Windows', 'Oracle', 'AWS', 'NumPy', 'Azure', 'MySQLWorkbench', 'Python']","[1371, 640, 1626, 1506]","[638, 596, 1493, 1592, 221, 441, 1520, 1274]","[638, 596, 1493, 1592, 221, 441, 1520, 1274]",[422]
186,186,Information Science,Boston,"['React', 'Node.js', 'R', 'Javascript', 'HTML/CSS', 'Windows', 'Linux', 'MacOS', 'Azure', 'Oracle', 'MySQLWorkbench', 'Scikit-learn', 'NumPy', 'PostGres', 'Python', 'SQL']","[1657, 1570]","[932, 1440, 1719, 1422, 130, 167]","[932, 1440, 1719, 1422, 130, 167]",[297]
187,187,Computer Science,NYC,"['Scala', 'Ruby', 'C++', 'Javascript', 'R', 'C', 'Java', 'SQL', 'Angular', 'HTML/CSS', 'Python', 'Swift', 'Linux', 'Windows', 'MacOS', 'Azure', 'Spring']","[1472, 1979]","[751, 1908, 80, 26]","[751, 1908, 80, 26]","[136, 82, 133]"
188,188,Data Science,Houston,"['SQL', 'Python', 'React', 'Ruby', 'HTML/CSS', 'Angular', 'C++', 'Javascript', 'Linux', 'MacOS', 'Oracle', 'PostGres', 'NumPy', 'AWS', 'Scikit-learn', 'MySQLWorkbench']",[],"[1194, 407, 1348, 40, 1204, 136, 1549, 57, 100, 1512]","[1194, 407, 1348, 40, 1204, 136, 1549, 57, 100, 1512]",[]
189,189,Data Science,Seattle,"['C', 'MacOS', 'Windows', 'MySQLWorkbench', 'Scikit-learn', 'Oracle', 'AWS', 'Python', 'SQL']","[150, 1415, 755, 217, 718]","[185, 688, 146, 1395, 1254, 1525, 1556]","[185, 688, 146, 1395, 1254, 1525, 1556]",[484]
190,190,Data Science,Seattle,"['SQL', 'Javascript', 'R', 'C++', 'Angular', 'Scala', 'HTML/CSS', 'C', 'React', 'Bash', 'Node.js', 'MacOS', 'Azure', 'Spring', 'Scikit-learn', 'Python', 'Java']",[],"[1857, 223, 1559, 752, 149, 861, 1713, 1262, 1355, 646]","[1857, 223, 1559, 752, 149, 861, 1713, 1262, 1355, 646]",[]
191,191,Data Science,Houston,"['Node.js', 'C++', 'Angular', 'Bash', 'R', 'C', 'Swift', 'SQL', 'Ruby', 'Python', 'React', 'HTML/CSS', 'MacOS', 'Linux', 'Windows', 'NumPy', 'PostGres', 'Scikit-learn', 'Oracle', 'Spring', 'Javascript', 'Java']",[],"[4, 735]","[4, 735]",[]
192,192,Information Science,NYC,"['R', 'Python', 'React', 'MacOS', 'Scikit-learn', 'Javascript']","[1650, 1463]","[1034, 1334, 1789, 16, 906, 340, 257, 471]","[1034, 1334, 1789, 16, 906, 340, 257, 471]","[439, 197, 343]"
193,193,Cyber Security,San Francisco,"['React', 'Angular', 'Node.js', 'Javascript', 'C++', 'SQL', 'C', 'Scala', 'Ruby', 'Bash', 'Windows', 'MacOS', 'Linux', 'Spring', 'Oracle', 'PostGres', 'Scikit-learn', 'AWS', 'MySQLWorkbench', 'Azure', 'Python', 'Java']","[447, 649, 256, 746, 593]","[762, 351, 1744, 161, 259, 1293, 575, 1923, 711, 377]","[762, 351, 1744, 161, 259, 1293, 575, 1923, 711, 377]",[493]
194,194,Computer Science,San Francisco,"['Javascript', 'R', 'Python', 'SQL', 'React', 'Linux', 'Windows', 'MacOS', 'Azure', 'Spring', 'Java']","[181, 1395, 1458]","[1860, 1934, 1942, 1580, 640, 1968, 1573, 1515]","[1860, 1934, 1942, 1580, 640, 1968, 1573, 1515]","[80, 373]"
195,195,Cyber Security,Houston,"['C', 'Node.js', 'Java', 'R', 'Bash', 'C++', 'React', 'Javascript', 'Swift', 'Python', 'HTML/CSS', 'SQL', 'Ruby', 'MacOS', 'Linux', 'Windows', 'Spring', 'MySQLWorkbench', 'Oracle', 'PostGres', 'Scikit-learn', 'Azure', 'NumPy']",[44],"[673, 1120, 1888, 911, 402, 605, 429, 1742, 382]","[673, 1120, 1888, 911, 402, 605, 429, 1742, 382]",[377]
196,196,Information Science,San Francisco,"['React', 'Bash', 'Swift', 'C++', 'Ruby', 'Scala', 'Angular', 'R', 'C', 'Javascript', 'Windows', 'MySQLWorkbench', 'AWS', 'Oracle', 'NumPy', 'PostGres', 'Python', 'SQL']","[213, 1116]","[940, 1586, 668, 1790, 69, 1820, 938, 1845, 1528]","[940, 1586, 668, 1790, 69, 1820, 938, 1845, 1528]",[]
197,197,Computer Science,NYC,"['Node.js', 'C++', 'Angular', 'Scala', 'C', 'Bash', 'HTML/CSS', 'Javascript', 'Ruby', 'Swift', 'Java', 'Python', 'SQL', 'MacOS', 'Linux', 'Oracle', 'PostGres']","[1875, 1650]","[1548, 895, 791, 1227, 1865, 1753, 1680, 78, 688, 606]","[1548, 895, 791, 1227, 1865, 1753, 1680, 78, 688, 606]","[192, 439, 245, 423]"
198,198,Cyber Security,NYC,"['Swift', 'Bash', 'C++', 'Python', 'C', 'HTML/CSS', 'Scala', 'Ruby', 'Angular', 'Javascript', 'Java', 'Linux', 'MacOS', 'Windows', 'PostGres', 'MySQLWorkbench', 'Scikit-learn', 'SQL']",[1232],"[822, 1849, 1271, 1127, 399, 159, 952, 779, 1042, 92]","[822, 1849, 1271, 1127, 399, 159, 952, 779, 1042, 92]",[]
199,199,Information Science,NYC,"['C++', 'HTML/CSS', 'Java', 'Javascript', 'R', 'Node.js', 'Bash', 'Python', 'React', 'Angular', 'SQL', 'MacOS', 'Linux', 'Windows']",[331],"[1184, 0, 335, 1641, 312, 1766, 1639]","[1184, 0, 335, 1641, 312, 1766, 1639]",[]
200,200,Data Science,San Francisco,"['Bash', 'C++', 'HTML/CSS', 'Angular', 'Java', 'SQL', 'Ruby', 'Swift', 'C', 'Node.js', 'Python', 'Linux', 'MacOS', 'Azure', 'Spring', 'NumPy', 'Oracle', 'AWS', 'Javascript']","[1196, 510, 123, 722]","[726, 1682, 1904, 1603, 1176]","[726, 1682, 1904, 1603, 1176]",[]
201,201,Information Science,Boston,"['Bash', 'C', 'Angular', 'Swift', 'HTML/CSS', 'Ruby', 'R', 'Python', 'Linux', 'Windows', 'NumPy', 'Scikit-learn', 'Azure', 'MySQLWorkbench', 'PostGres', 'Oracle', 'AWS', 'SQL']",[],"[1893, 458, 1461, 1854]","[1893, 458, 1461, 1854]",[]
202,202,Data Science,Seattle,"['R', 'SQL', 'Python', 'Node.js', 'Windows', 'Linux', 'MacOS', 'Spring', 'Azure', 'MySQLWorkbench', 'Oracle', 'Scikit-learn', 'AWS', 'NumPy', 'Javascript', 'Java']",[],"[452, 260, 257, 1725, 831, 1651, 1959, 986, 682, 1471]","[452, 260, 257, 1725, 831, 1651, 1959, 986, 682, 1471]",[]
203,203,Computer Science,NYC,"['SQL', 'Swift', 'Java', 'Bash', 'Angular', 'MacOS', 'Azure', 'MySQLWorkbench', 'AWS', 'Python']",[],"[1365, 1942, 773, 323, 390, 684, 1165, 1895, 506, 1871]","[1365, 1942, 773, 323, 390, 684, 1165, 1895, 506, 1871]",[]
204,204,Computer Science,Houston,"['R', 'React', 'C++', 'Scala', 'Ruby', 'Swift', 'Windows', 'MacOS', 'Linux', 'AWS', 'MySQLWorkbench', 'Azure', 'PostGres', 'Scikit-learn', 'Oracle', 'Javascript', 'Python', 'SQL']","[1091, 848]","[1284, 1344, 158, 1371, 1821, 463, 647, 189, 1571, 331]","[1284, 1344, 158, 1371, 1821, 463, 647, 189, 1571, 331]",[166]
205,205,Data Science,Seattle,"['C++', 'Swift', 'MacOS', 'PostGres', 'Spring', 'Java', 'SQL']",[],"[105, 1121, 714]","[105, 1121, 714]",[]
206,206,Computer Science,San Francisco,"['R', 'Node.js', 'React', 'C', 'Swift', 'C++', 'HTML/CSS', 'SQL', 'Java', 'Python', 'Angular', 'Bash', 'Ruby', 'Scala', 'Javascript', 'MacOS', 'Windows', 'Linux', 'Scikit-learn']","[1582, 586, 1360]","[1818, 1542, 1956, 800, 366, 1785, 738, 1591, 362, 262]","[1818, 1542, 1956, 800, 366, 1785, 738, 1591, 362, 262]","[81, 385]"
207,207,Computer Science,NYC,"['Python', 'R', 'C++', 'C', 'Bash', 'Windows', 'Oracle', 'Spring', 'MySQLWorkbench', 'Azure', 'Java', 'SQL']",[648],"[625, 195]","[625, 195]",[]
208,208,Data Science,Seattle,"['Swift', 'Scala', 'MacOS', 'Scikit-learn', 'NumPy', 'PostGres', 'AWS', 'Python', 'SQL']",[],"[1746, 217, 444, 679]","[1746, 217, 444, 679]",[]
209,209,Cyber Security,NYC,"['React', 'Swift', 'HTML/CSS', 'Linux', 'MacOS', 'Scikit-learn', 'MySQLWorkbench', 'Spring', 'PostGres', 'Javascript', 'Python', 'Java', 'SQL']","[684, 1, 1808, 1978]","[1602, 628, 1145, 211, 1531, 525, 1068, 1187]","[1602, 628, 1145, 211, 1531, 525, 1068, 1187]",[244]
210,210,Computer Science,Seattle,"['HTML/CSS', 'Bash', 'React', 'R', 'Swift', 'Scala', 'SQL', 'C', 'Node.js', 'Angular', 'Java', 'MacOS', 'NumPy', 'Javascript', 'Python']","[1179, 443, 1345, 1541, 363]","[780, 838, 169, 1687, 1472, 1330]","[780, 838, 169, 1687, 1472, 1330]",[221]
211,211,Cyber Security,Boston,"['Python', 'Java', 'C', 'R', 'Windows', 'Linux', 'MacOS', 'PostGres', 'Azure', 'AWS', 'MySQLWorkbench', 'Spring', 'SQL']","[979, 669, 959, 1337, 1894]","[284, 637, 1603, 1860, 1247, 403, 1765, 383, 404, 137]","[284, 637, 1603, 1860, 1247, 403, 1765, 383, 404, 137]","[259, 293, 401, 182, 220]"
212,212,Information Science,Houston,"['HTML/CSS', 'Node.js', 'Java', 'Swift', 'R', 'SQL', 'C++', 'Javascript', 'React', 'Bash', 'Ruby', 'Scala', 'Python', 'Angular', 'C', 'Linux', 'Windows']","[782, 906, 1641]","[1867, 1025, 219, 715, 1140, 340, 840, 1386, 1025]","[1867, 1025, 219, 715, 1140, 340, 840, 1386, 1025]",[]
213,213,Cyber Security,NYC,"['Swift', 'R', 'Windows', 'NumPy', 'Azure', 'Python']","[645, 1281]","[95, 657, 1287, 1779, 1915, 256, 339]","[95, 657, 1287, 1779, 1915, 256, 339]",[27]
214,214,Data Science,San Francisco,"['Node.js', 'Scala', 'Angular', 'Python', 'Swift', 'MacOS', 'Windows', 'Linux', 'Spring', 'MySQLWorkbench', 'Azure', 'Javascript', 'Java', 'SQL']","[1696, 1517, 1173, 1661, 1074]","[907, 1457, 466, 1652, 643, 920, 1826, 961, 333, 1327]","[907, 1457, 466, 1652, 643, 920, 1826, 961, 333, 1327]","[352, 480, 226, 447, 16, 181, 415]"
215,215,Cyber Security,Boston,"['Python', 'Javascript', 'Scala', 'SQL', 'R', 'React', 'Ruby', 'Node.js', 'C', 'Bash', 'Windows', 'Linux', 'MacOS', 'Oracle', 'Spring', 'PostGres', 'NumPy', 'Java']",[459],"[926, 1698, 216, 609, 741]","[926, 1698, 216, 609, 741]",[30]
216,216,Computer Science,Houston,"['Swift', 'Ruby', 'Java', 'HTML/CSS', 'R', 'Angular', 'Javascript', 'React', 'MacOS', 'PostGres', 'SQL']","[274, 1928, 759, 232, 581]",[143],[143],"[226, 52, 5, 103]"
217,217,Information Science,NYC,"['Swift', 'C++', 'Node.js', 'Windows', 'MacOS', 'Scikit-learn', 'Javascript', 'Python']","[845, 1108, 1837]","[1551, 1607, 824, 119, 239, 971]","[1551, 1607, 824, 119, 239, 971]",[]
218,218,Computer Science,Houston,"['Javascript', 'Scala', 'Ruby', 'Bash', 'Windows', 'AWS', 'PostGres', 'Python', 'SQL']",[],"[5, 235, 62, 730, 1690, 1510, 875, 1741, 935, 523]","[5, 235, 62, 730, 1690, 1510, 875, 1741, 935, 523]",[]
219,219,Computer Science,Seattle,"['Java', 'C++', 'Bash', 'Python', 'C', 'HTML/CSS', 'Angular', 'Swift', 'Scala', 'Ruby', 'SQL', 'R', 'Javascript', 'Linux', 'MacOS']","[989, 1992, 954, 1782, 1529]","[752, 1910, 1244, 936, 1556, 1345]","[752, 1910, 1244, 936, 1556, 1345]","[164, 38, 423]"
220,220,Data Science,Houston,"['Node.js', 'SQL', 'R', 'React', 'Windows', 'Azure', 'NumPy', 'Javascript', 'Python']","[143, 1894, 1226, 1856, 1580]","[1707, 345, 1598, 1683, 349, 1928, 127, 1370]","[1707, 345, 1598, 1683, 349, 1928, 127, 1370]","[211, 357]"
221,221,Computer Science,Boston,"['React', 'Javascript', 'R', 'SQL', 'HTML/CSS', 'Java', 'Python', 'MacOS', 'Windows', 'NumPy', 'Spring', 'Oracle']","[1425, 363, 1039, 1586]","[987, 670, 1135, 1059, 919, 1304, 1850, 577, 1251, 1259]","[987, 670, 1135, 1059, 919, 1304, 1850, 577, 1251, 1259]",[210]
222,222,Data Science,NYC,"['C', 'Java', 'Swift', 'Scala', 'Javascript', 'Angular', 'R', 'C++', 'SQL', 'MacOS', 'Linux', 'Windows', 'Scikit-learn', 'MySQLWorkbench', 'Python']","[671, 546]","[1532, 296, 1500, 733, 1026, 543, 1024, 1507, 1700]","[1532, 296, 1500, 733, 1026, 543, 1024, 1507, 1700]",[]
223,223,Cyber Security,Houston,"['Java', 'C++', 'Javascript', 'R', 'Node.js', 'React', 'Swift', 'Bash', 'Ruby', 'Scala', 'Angular', 'C', 'Python', 'SQL', 'MacOS', 'Windows', 'Spring', 'Azure', 'MySQLWorkbench', 'AWS']","[652, 1396, 981, 1906, 1213]","[1565, 1343, 429, 160, 47]","[1565, 1343, 429, 160, 47]","[474, 495]"
224,224,Computer Science,NYC,"['Swift', 'Javascript', 'Python', 'SQL', 'R', 'Java', 'C++', 'Scala', 'Linux', 'Windows', 'MacOS', 'PostGres', 'Scikit-learn', 'Spring']",[1024],"[1486, 1175, 391, 747, 1633, 1044, 1988, 1251, 757]","[1486, 1175, 391, 747, 1633, 1044, 1988, 1251, 757]",[473]
225,225,Computer Science,Houston,"['Angular', 'Python', 'R', 'SQL', 'HTML/CSS', 'Scala', 'Java', 'Swift', 'C', 'Node.js', 'Bash', 'Javascript', 'Windows', 'Linux', 'NumPy', 'Spring']","[1236, 1184, 1105]","[674, 1858, 633, 1898, 737, 1300, 737, 1560, 409]","[674, 1858, 633, 1898, 737, 1300, 737, 1560, 409]","[348, 166, 351]"
226,226,Data Science,San Francisco,"['R', 'Swift', 'Node.js', 'Windows', 'MacOS', 'Oracle', 'Javascript', 'SQL']","[1517, 274, 95]","[214, 1354, 113, 1249, 1498, 159, 787, 3, 1831, 68]","[214, 1354, 113, 1249, 1498, 159, 787, 3, 1831, 68]","[216, 181, 214]"
227,227,Information Science,Houston,"['Javascript', 'Scala', 'Linux', 'MacOS', 'Windows', 'Scikit-learn', 'NumPy', 'Oracle', 'Python', 'SQL']","[1962, 1017]","[1819, 1656, 874, 903, 1664, 712]","[1819, 1656, 874, 903, 1664, 712]",[]
228,228,Information Science,NYC,"['Java', 'Bash', 'C++', 'Python', 'Swift', 'React', 'MacOS', 'Linux', 'Windows', 'AWS', 'Spring', 'Azure', 'Oracle', 'NumPy', 'MySQLWorkbench', 'Javascript', 'SQL']","[944, 1336, 774, 231, 1759]",[798],[798],"[456, 457, 340, 423]"
229,229,Computer Science,Seattle,"['Javascript', 'React', 'C++', 'SQL', 'Python', 'Java', 'Bash', 'C', 'Node.js', 'HTML/CSS', 'R', 'Ruby', 'Linux', 'NumPy', 'Spring']","[1854, 1265, 246, 1434]","[1243, 325]","[1243, 325]",[]
230,230,Information Science,Boston,"['C', 'HTML/CSS', 'C++', 'SQL', 'R', 'Bash', 'Angular', 'Javascript', 'Swift', 'Scala', 'Ruby', 'Windows', 'Linux', 'MySQLWorkbench', 'Azure']",[],"[152, 933, 1744, 1437, 268, 1984]","[152, 933, 1744, 1437, 268, 1984]",[]
231,231,Computer Science,San Francisco,"['R', 'Python', 'C', 'React', 'Ruby', 'Scala', 'Node.js', 'Java', 'Bash', 'Windows', 'PostGres', 'NumPy', 'MySQLWorkbench', 'Spring', 'Oracle', 'Azure', 'AWS', 'Javascript', 'SQL']",[],"[1029, 1739, 1733, 1682, 11, 627, 1345]","[1029, 1739, 1733, 1682, 11, 627, 1345]",[]
232,232,Information Science,Boston,"['C', 'R', 'C++', 'Bash', 'Swift', 'React', 'Javascript', 'Ruby', 'Python', 'Node.js', 'Windows', 'MacOS', 'PostGres', 'Oracle', 'Azure', 'Spring', 'MySQLWorkbench', 'Java', 'SQL']",[],"[1007, 604, 51, 314, 656, 1140, 265, 576, 535, 1712]","[1007, 604, 51, 314, 656, 1140, 265, 576, 535, 1712]",[]
