,jobID,degree,location,technicalSkills,preferredSkills,jobTitle
905,905,Computer Science,San Francisco,"['HTML/CSS', 'Swift', 'C++', 'Java', 'Javascript', 'Bash', 'Azure']","['Python', 'AWS']",Front End Engineer
906,906,Information Science,Houston,"['Python', 'R', 'Java', 'Node.js', 'Azure', 'Javascript']","['HTML/CSS', 'C++', 'Scala', 'C']",Intelligence Specialist
907,907,Cyber Security,Houston,"['Node.js', 'Spring', 'Javascript', 'Java']",['Angular'],Penetration Tester
908,908,Computer Science,San Francisco,"['Scala', 'Oracle', 'AWS', 'PostGres', 'Scikit-learn', 'Javascript', 'Python', 'SQL']",['Node.js'],Full Stack Developer
909,909,Information Science,San Francisco,"['Bash', 'Angular', 'Javascript', 'C++', 'Oracle', 'NumPy', 'Scikit-learn', 'Python', 'Java', 'SQL']","['Node.js', 'Spring']",Systems administrator
910,910,Computer Science,Boston,"['Java', 'Scala', 'Python', 'HTML/CSS', 'Javascript', 'C', 'PostGres', 'SQL']","['Spring', 'C++']",Full Stack Developer
911,911,Computer Science,NYC,"['Python', 'Scala', 'Javascript', 'Node.js', 'AWS', 'Scikit-learn']","['MySQLWorkbench', 'SQL']",Front End Engineer
912,912,Information Science,Boston,"['Node.js', 'Javascript', 'R', 'Bash', 'Azure', 'SQL']","['Python', 'PostGres']",Data Engineer
913,913,Information Science,San Francisco,"['Python', 'AWS', 'NumPy', 'Spring', 'Java']",['SQL'],Intelligence Specialist
914,914,Information Science,NYC,"['Python', 'Node.js', 'NumPy', 'PostGres', 'MySQLWorkbench', 'Azure', 'Javascript', 'SQL']",['Scala'],Data Engineer
915,915,Cyber Security,Houston,"['Python', 'R', 'Ruby', 'Bash', 'NumPy', 'Azure', 'Spring', 'Oracle', 'Java', 'SQL']",['Angular'],Cryptographer
916,916,Cyber Security,San Francisco,"['Node.js', 'NumPy', 'Oracle', 'Javascript', 'Python', 'SQL']","['Angular', 'Java', 'C']",Penetration Tester
917,917,Information Science,NYC,"['Angular', 'Javascript', 'SQL', 'Spring', 'PostGres', 'Java']",[],Data Analyst
918,918,Cyber Security,San Francisco,"['Javascript', 'React', 'PostGres', 'AWS', 'Python', 'SQL']","['C++', 'Java']",Information Security Analyst
919,919,Computer Science,Seattle,"['React', 'R', 'Ruby', 'HTML/CSS', 'NumPy', 'Scikit-learn', 'Javascript', 'Python', 'SQL']",['PostGres'],Full Stack Developer
920,920,Computer Science,Seattle,"['Javascript', 'R', 'Java', 'Scala', 'C', 'Bash', 'Scikit-learn', 'Python']",[],Web Developer
921,921,Cyber Security,San Francisco,"['Node.js', 'C++', 'MySQLWorkbench', 'NumPy', 'Javascript', 'Python', 'SQL']","['Oracle', 'Angular']",Information Security Analyst
922,922,Computer Science,Houston,"['Python', 'Javascript', 'AWS', 'Oracle', 'Java', 'SQL']",['Spring'],Full Stack Developer
923,923,Computer Science,NYC,"['Java', 'C', 'Ruby', 'Spring', 'Scikit-learn', 'Python', 'SQL']","['Oracle', 'Javascript']",DevOps Engineer
924,924,Computer Science,San Francisco,"['HTML/CSS', 'Ruby', 'Java', 'C++', 'C', 'AWS', 'NumPy', 'Python', 'SQL']","['Spring', 'MySQLWorkbench']",Full Stack Developer
925,925,Computer Science,Houston,"['React', 'Scala', 'Azure', 'Javascript', 'SQL']","['C', 'MySQLWorkbench']",Front End Engineer
926,926,Data Science,Seattle,"['R', 'Java', 'Python', 'NumPy', 'SQL']",['Oracle'],Data Scientist
927,927,Information Science,Houston,"['R', 'Python', 'Oracle', 'SQL']",['NumPy'],Data Analyst
928,928,Data Science,Houston,"['C', 'Python', 'SQL', 'Scala', 'Javascript', 'Angular', 'Node.js', 'Bash', 'AWS', 'Azure', 'Java']",['Spring'],Database Application Specialist
929,929,Data Science,Seattle,"['R', 'Spring', 'PostGres', 'Javascript', 'Java', 'SQL']",['React'],Data Architect
930,930,Data Science,NYC,"['C++', 'Node.js', 'Python', 'SQL', 'Scala', 'Azure', 'Javascript']","['Ruby', 'React', 'Oracle']",Data Architect
931,931,Information Science,Boston,"['React', 'Swift', 'Angular', 'HTML/CSS', 'Scikit-learn', 'Spring', 'Javascript', 'Python', 'Java']",['AWS'],Data Engineer
932,932,Data Science,San Francisco,"['C', 'HTML/CSS', 'React', 'Ruby', 'Angular', 'SQL', 'Bash', 'Javascript', 'MySQLWorkbench', 'AWS', 'Spring', 'Python', 'Java']",['NumPy'],Data Scientist
933,933,Information Science,Boston,"['C', 'Angular', 'C++', 'R', 'React', 'Bash', 'SQL', 'Oracle', 'Javascript']",['Java'],Data Engineer
934,934,Computer Science,Houston,"['C++', 'R', 'Java', 'Angular', 'Javascript', 'Bash']","['Python', 'AWS', 'Scala']",UI Developer
935,935,Data Science,NYC,"['Javascript', 'Python', 'Node.js', 'Scala', 'React', 'C++', 'Scikit-learn']",['Swift'],Database Application Specialist
936,936,Computer Science,San Francisco,"['Javascript', 'R', 'Node.js', 'Ruby', 'C++', 'Scala', 'Scikit-learn', 'Spring', 'Python', 'Java']",[],Front End Engineer
937,937,Data Science,Seattle,"['Python', 'Swift', 'Bash', 'Javascript', 'C++', 'Angular', 'PostGres', 'AWS', 'NumPy', 'Spring', 'Java', 'SQL']",['C'],Data Analyst
938,938,Computer Science,Houston,"['Bash', 'Angular', 'HTML/CSS', 'Python', 'Scikit-learn']","['R', 'Scala']",Front End Engineer
939,939,Data Science,Seattle,"['Python', 'Java', 'Angular', 'MySQLWorkbench', 'NumPy', 'SQL']","['Oracle', 'HTML/CSS']",Database Application Specialist
940,940,Cyber Security,NYC,"['Java', 'Javascript', 'Oracle', 'Azure', 'AWS', 'Python', 'SQL']","['Spring', 'Bash']",Penetration Tester
941,941,Information Science,Boston,"['Swift', 'Python', 'C++', 'Bash', 'Scikit-learn']",['AWS'],Data Analyst
942,942,Data Science,San Francisco,"['Node.js', 'R', 'Javascript', 'C', 'Python', 'NumPy', 'MySQLWorkbench', 'SQL']","['Oracle', 'Swift', 'Azure', 'C++']",Machine Learning Engineer
943,943,Computer Science,Houston,"['C++', 'Node.js', 'Java', 'Azure', 'Oracle', 'Javascript', 'SQL']","['React', 'Spring']",Full Stack Developer
944,944,Computer Science,Houston,"['HTML/CSS', 'Scala', 'Node.js', 'C++', 'Scikit-learn', 'MySQLWorkbench', 'PostGres', 'Javascript', 'Python', 'SQL']","['Angular', 'AWS', 'Swift', 'Java']",Full Stack Developer
945,945,Information Science,Houston,"['R', 'Node.js', 'SQL', 'React', 'C++', 'Javascript', 'PostGres']","['C', 'Java']",Data Analyst
946,946,Data Science,NYC,"['R', 'SQL', 'Scikit-learn', 'MySQLWorkbench', 'NumPy', 'Python']",['AWS'],Data Scientist
947,947,Computer Science,Boston,"['SQL', 'Python', 'Azure']",['HTML/CSS'],Back-end developer
948,948,Computer Science,Houston,"['Java', 'Ruby', 'SQL', 'Scikit-learn', 'MySQLWorkbench', 'NumPy', 'Python']",['AWS'],Machine Learning Engineer
949,949,Computer Science,Houston,"['Javascript', 'SQL', 'Node.js', 'Spring', 'MySQLWorkbench', 'Azure', 'Java']",[],Full Stack Developer
950,950,Information Science,NYC,"['Javascript', 'Angular', 'Swift', 'C', 'NumPy', 'Python']","['Bash', 'Node.js']",Systems analyst
951,951,Information Science,San Francisco,"['SQL', 'React', 'Python', 'HTML/CSS', 'Javascript', 'Azure', 'Spring', 'MySQLWorkbench', 'Java']","['C', 'Ruby']",Systems administrator
952,952,Cyber Security,NYC,"['R', 'Java', 'C', 'HTML/CSS', 'MySQLWorkbench', 'SQL']",['C++'],Penetration Tester
953,953,Information Science,Houston,"['Ruby', 'Spring', 'MySQLWorkbench', 'Java', 'SQL']","['Oracle', 'Swift']",Database Applications Specialist
954,954,Information Science,NYC,"['Ruby', 'Python', 'C', 'Java', 'Spring']",['NumPy'],Data Engineer
955,955,Information Science,Houston,"['Angular', 'Java', 'Azure', 'Oracle', 'SQL']",[],Intelligence Specialist
956,956,Data Science,Boston,"['Python', 'Scala', 'Angular', 'Bash', 'R', 'Swift', 'NumPy', 'SQL']","['Scikit-learn', 'MySQLWorkbench']",Data Analyst
957,957,Data Science,Seattle,"['SQL', 'C++', 'C', 'Python', 'NumPy', 'PostGres', 'Azure', 'AWS']",['Bash'],Database Application Specialist
958,958,Information Science,Seattle,"['Java', 'Swift', 'C', 'Bash', 'Python', 'NumPy', 'AWS', 'Javascript', 'SQL']","['MySQLWorkbench', 'Node.js', 'Ruby', 'PostGres', 'R']",Database Applications Specialist
959,959,Data Science,San Francisco,"['Bash', 'SQL', 'Python', 'React', 'Swift', 'Scala', 'AWS', 'Azure', 'Javascript']","['Angular', 'Java']",Database Application Specialist
960,960,Data Science,NYC,"['Scala', 'R', 'Node.js', 'React', 'Python', 'Oracle', 'Javascript', 'SQL']","['PostGres', 'Swift']",Machine Learning Engineer
961,961,Information Science,Seattle,"['Node.js', 'Spring', 'Azure', 'PostGres', 'Javascript', 'Python', 'Java', 'SQL']","['Swift', 'AWS']",Data Analyst
962,962,Data Science,NYC,"['Javascript', 'C', 'Java', 'R', 'Node.js', 'Scikit-learn', 'NumPy', 'Python']",['Spring'],Data Analyst
963,963,Computer Science,Boston,"['Angular', 'Javascript', 'R', 'React', 'Oracle', 'SQL']",['Ruby'],React Developer
964,964,Computer Science,NYC,"['SQL', 'C++', 'Java', 'Node.js', 'Scala', 'AWS', 'Javascript']","['HTML/CSS', 'Python', 'C', 'Ruby']",Full Stack Developer
965,965,Cyber Security,Boston,"['Node.js', 'Ruby', 'Scala', 'Javascript', 'HTML/CSS', 'React', 'SQL', 'C++', 'NumPy', 'Oracle', 'AWS', 'Python']",[],Information Security Analyst
966,966,Data Science,Seattle,"['Ruby', 'C++', 'PostGres', 'MySQLWorkbench', 'Azure', 'AWS', 'Python', 'SQL']",['Swift'],Database Application Specialist
967,967,Data Science,Seattle,"['React', 'Java', 'MySQLWorkbench', 'Scikit-learn', 'Javascript', 'Python', 'SQL']",['Swift'],Data Architect
968,968,Information Science,Seattle,"['R', 'Angular', 'React', 'Node.js', 'C', 'Azure', 'MySQLWorkbench', 'Javascript', 'Java', 'SQL']","['Spring', 'HTML/CSS']",Data Engineer
969,969,Data Science,Seattle,"['SQL', 'Swift', 'Node.js', 'NumPy', 'MySQLWorkbench', 'Oracle', 'Javascript', 'Python']",['Ruby'],Data Engineer
970,970,Computer Science,Houston,"['Angular', 'Oracle', 'SQL']",['Scala'],Back-end developer
971,971,Computer Science,Boston,"['Ruby', 'Java', 'Scikit-learn', 'Oracle', 'Python', 'SQL']","['Angular', 'Bash']",Back-end developer
972,972,Information Science,Seattle,"['Python', 'Swift', 'Java', 'C++', 'Node.js', 'MySQLWorkbench', 'Javascript', 'SQL']","['Angular', 'Scikit-learn', 'Azure', 'AWS']",Data Analyst
973,973,Data Science,NYC,"['Ruby', 'SQL', 'React', 'R', 'C', 'Angular', 'AWS', 'Javascript', 'Python']","['HTML/CSS', 'Bash']",Database Application Specialist
974,974,Computer Science,San Francisco,"['SQL', 'Java', 'PostGres', 'Spring']",[],Java Developer
975,975,Data Science,Houston,"['SQL', 'Ruby', 'Scala', 'Javascript', 'React', 'PostGres', 'Azure']","['Python', 'Bash']",Data Analyst
976,976,Computer Science,San Francisco,"['Node.js', 'Swift', 'React', 'Javascript', 'Java', 'Spring', 'Oracle', 'AWS', 'SQL']","['Ruby', 'C++', 'Azure', 'Python', 'Bash']",Full Stack Developer
977,977,Computer Science,Seattle,"['HTML/CSS', 'Bash', 'Java', 'R', 'SQL', 'MySQLWorkbench']",['Python'],Full Stack Developer
978,978,Cyber Security,Houston,"['HTML/CSS', 'Javascript', 'PostGres', 'Python', 'SQL']","['React', 'NumPy']",Data Recovery Professional
979,979,Data Science,NYC,"['C', 'C++', 'Swift', 'Javascript', 'R', 'Scikit-learn', 'Python', 'SQL']","['Oracle', 'HTML/CSS', 'Azure']",Data Architect
980,980,Computer Science,Houston,"['SQL', 'Ruby', 'Swift', 'HTML/CSS', 'React', 'Oracle', 'Spring', 'Azure', 'Javascript', 'Java']",['C'],Full Stack Developer
981,981,Computer Science,Boston,"['Swift', 'HTML/CSS', 'SQL', 'Azure', 'PostGres', 'Spring', 'Oracle', 'Java']","['Javascript', 'R']",Full Stack Developer
982,982,Information Science,NYC,"['Javascript', 'C', 'C++', 'Swift', 'Oracle', 'SQL']",['Azure'],Data Engineer
983,983,Data Science,San Francisco,"['Java', 'Scala', 'R', 'Node.js', 'Bash', 'Spring', 'NumPy', 'Javascript', 'Python']","['HTML/CSS', 'C', 'C++']",Data Analyst
984,984,Information Science,NYC,"['HTML/CSS', 'R', 'Python', 'Azure', 'Spring', 'NumPy', 'Java']",['C'],Intelligence Specialist
985,985,Cyber Security,Seattle,"['R', 'C', 'C++', 'Node.js', 'Java', 'Angular', 'Javascript', 'Python']",['Scikit-learn'],Penetration Tester
986,986,Cyber Security,Seattle,"['Python', 'NumPy', 'MySQLWorkbench', 'Java', 'SQL']","['Spring', 'Swift']",Information Security Analyst
987,987,Information Science,Boston,"['SQL', 'Java', 'C++', 'Python', 'Javascript', 'Spring', 'NumPy']","['Ruby', 'Angular']",Systems analyst
988,988,Cyber Security,NYC,"['Ruby', 'Scala', 'R', 'Oracle', 'AWS', 'Javascript', 'Python', 'SQL']","['PostGres', 'MySQLWorkbench', 'React', 'Bash', 'Angular']",Data Recovery Professional
989,989,Computer Science,Boston,"['C', 'Java', 'HTML/CSS', 'Scala', 'SQL', 'Python', 'R', 'PostGres']",['Bash'],Full Stack Developer
990,990,Computer Science,Houston,"['C++', 'Python', 'Javascript', 'Node.js', 'Scala', 'Bash', 'React']","['AWS', 'Java']",UI Developer
991,991,Computer Science,Boston,"['C', 'Swift', 'Javascript', 'HTML/CSS', 'Angular', 'Python', 'Oracle', 'SQL']","['Node.js', 'Bash']",Full Stack Developer
992,992,Data Science,Seattle,"['Python', 'R', 'SQL', 'Angular']",['AWS'],Database Application Specialist
993,993,Cyber Security,NYC,"['Angular', 'Node.js', 'R', 'SQL', 'Javascript', 'Oracle']",['Swift'],Data Recovery Professional
994,994,Computer Science,NYC,"['SQL', 'React', 'Java', 'Python', 'PostGres', 'Javascript']",['Angular'],Full Stack Developer
995,995,Computer Science,NYC,"['React', 'Java', 'AWS', 'Spring', 'Javascript', 'Python', 'SQL']",['PostGres'],Full Stack Developer
996,996,Data Science,Houston,"['R', 'C', 'Javascript', 'Scala', 'HTML/CSS', 'Python', 'MySQLWorkbench', 'Spring', 'Java', 'SQL']",['PostGres'],Data Analyst
997,997,Data Science,Houston,"['React', 'Oracle', 'NumPy', 'Javascript', 'Python', 'SQL']",['R'],Machine Learning Engineer
998,998,Computer Science,Boston,"['Node.js', 'Angular', 'Scikit-learn', 'MySQLWorkbench', 'AWS', 'Spring', 'Javascript', 'Python', 'Java', 'SQL']",['Bash'],Full Stack Developer
999,999,Data Science,NYC,"['R', 'Python', 'SQL', 'Node.js', 'Azure', 'Scikit-learn', 'Javascript', 'Java']","['Bash', 'NumPy', 'Spring', 'HTML/CSS']",Data Architect
1000,1000,Cyber Security,NYC,"['Python', 'Java', 'AWS', 'PostGres', 'SQL']","['Azure', 'Oracle']",Cryptographer
1001,1001,Computer Science,Seattle,"['Angular', 'C++', 'React', 'PostGres', 'Azure', 'Javascript', 'SQL']",[],Web Developer
1002,1002,Data Science,San Francisco,"['Javascript', 'React', 'NumPy', 'AWS', 'Python']",[],Machine Learning Engineer
1003,1003,Cyber Security,San Francisco,"['Ruby', 'Java', 'Angular', 'SQL', 'Azure']","['Swift', 'Oracle']",Data Recovery Professional
1004,1004,Computer Science,Boston,"['R', 'Java', 'C++', 'Ruby', 'Bash', 'AWS', 'Python']",['Swift'],Software Developer
1005,1005,Information Science,San Francisco,"['C', 'Node.js', 'Angular', 'Python', 'AWS', 'Azure', 'Javascript']",['React'],Database Applications Specialist
1006,1006,Information Science,Houston,"['R', 'Swift', 'React', 'SQL', 'Javascript', 'Scala', 'Ruby', 'Python']",['NumPy'],Database Applications Specialist
1007,1007,Data Science,Boston,"['SQL', 'Python', 'Scala', 'Java']",['Spring'],Data Architect
1008,1008,Computer Science,NYC,"['Python', 'Oracle', 'NumPy', 'Azure', 'PostGres', 'SQL']","['Java', 'C++']",Machine Learning Engineer
1009,1009,Data Science,San Francisco,"['Scala', 'Angular', 'Scikit-learn', 'Azure', 'Spring', 'Javascript', 'Python', 'Java']","['AWS', 'Node.js']",Data Engineer
1010,1010,Data Science,Boston,"['Scala', 'SQL', 'Java', 'Azure', 'PostGres']",[],Data Analyst
1011,1011,Cyber Security,NYC,"['C', 'Spring', 'PostGres', 'Java', 'SQL']","['NumPy', 'Angular', 'Python']",Cryptographer
1012,1012,Computer Science,Houston,"['Bash', 'Javascript', 'Scala', 'Python', 'Java', 'R', 'Angular', 'Scikit-learn', 'AWS']",['HTML/CSS'],UI Developer
1013,1013,Data Science,San Francisco,"['Node.js', 'Python', 'Angular', 'Java', 'SQL', 'PostGres', 'Scikit-learn', 'Javascript']",['C'],Database Application Specialist
1014,1014,Information Science,Seattle,"['Javascript', 'Ruby', 'SQL', 'Java', 'Node.js', 'Swift', 'Scala', 'AWS', 'Azure', 'NumPy', 'PostGres', 'Python']",[],Systems analyst
1015,1015,Computer Science,Houston,"['Javascript', 'C++', 'HTML/CSS', 'Scikit-learn', 'AWS', 'Python']","['React', 'Angular']",Front End Engineer
1016,1016,Computer Science,Seattle,"['Node.js', 'Javascript', 'R', 'Java', 'AWS']","['Ruby', 'Python']",Web Developer
1017,1017,Information Science,Boston,"['Ruby', 'SQL', 'Scikit-learn', 'NumPy', 'Python']",['Javascript'],Intelligence Specialist
1018,1018,Information Science,NYC,"['HTML/CSS', 'Python', 'Ruby', 'Bash', 'React', 'Javascript', 'C++', 'NumPy', 'MySQLWorkbench', 'SQL']",['R'],Data Engineer
1019,1019,Data Science,NYC,"['HTML/CSS', 'Swift', 'C++', 'Python']",['Scikit-learn'],Data Analyst
1020,1020,Computer Science,Boston,"['Angular', 'React', 'C++', 'Javascript']","['Azure', 'HTML/CSS']",Front End Engineer
1021,1021,Data Science,NYC,"['Node.js', 'Swift', 'Bash', 'Scala', 'Oracle', 'Javascript', 'SQL']",['Python'],Machine Learning Engineer
1022,1022,Cyber Security,Houston,"['Javascript', 'Java', 'Azure', 'Oracle', 'SQL']",[],Data Recovery Professional
1023,1023,Information Science,San Francisco,"['C', 'HTML/CSS', 'Scala', 'C++', 'Scikit-learn', 'Oracle', 'Javascript', 'Python', 'SQL']",['Node.js'],Intelligence Specialist
1024,1024,Information Science,NYC,"['Bash', 'R', 'Java', 'Swift', 'Azure', 'Spring', 'PostGres', 'SQL']",[],Systems analyst
1025,1025,Information Science,Boston,"['Ruby', 'HTML/CSS', 'Spring', 'Oracle', 'AWS', 'Java', 'SQL']","['Python', 'Angular']",Data Analyst
1026,1026,Cyber Security,Seattle,"['Ruby', 'HTML/CSS', 'C++', 'Swift', 'Angular', 'Scala', 'React', 'Node.js', 'NumPy', 'Scikit-learn', 'MySQLWorkbench', 'Javascript', 'Python', 'Java', 'SQL']",['Spring'],Data Recovery Professional
1027,1027,Cyber Security,Houston,"['Python', 'Scala', 'Ruby', 'R', 'SQL', 'Javascript', 'NumPy', 'Scikit-learn', 'PostGres', 'MySQLWorkbench']",['Swift'],Network Security Engineer
1028,1028,Computer Science,Boston,"['Swift', 'SQL', 'Scikit-learn', 'PostGres', 'Azure', 'Python']",['MySQLWorkbench'],Back-end developer
1029,1029,Computer Science,Houston,"['HTML/CSS', 'C++', 'Ruby', 'Scala', 'NumPy', 'Oracle', 'MySQLWorkbench', 'Python', 'Java', 'SQL']",['Spring'],Full Stack Developer
1030,1030,Data Science,San Francisco,"['Java', 'React', 'R', 'AWS', 'Oracle', 'PostGres', 'Javascript', 'Python', 'SQL']","['Scala', 'Scikit-learn', 'Bash', 'C++']",Data Engineer
1031,1031,Information Science,Houston,"['HTML/CSS', 'Java', 'Python', 'NumPy']","['Spring', 'C++']",Intelligence Specialist
1032,1032,Information Science,Boston,"['SQL', 'Javascript', 'C++', 'Bash']","['Scikit-learn', 'Python']",Intelligence Specialist
1033,1033,Computer Science,NYC,"['C++', 'SQL', 'Python', 'Swift', 'Ruby', 'Oracle', 'AWS', 'Scikit-learn']",['Bash'],Back-end developer
1034,1034,Computer Science,San Francisco,"['Python', 'Scala', 'Javascript', 'Oracle', 'Scikit-learn', 'Azure', 'SQL']",['R'],Full Stack Developer
1035,1035,Computer Science,NYC,"['React', 'Ruby', 'SQL', 'Javascript', 'Swift', 'Angular', 'Bash', 'MySQLWorkbench', 'PostGres']",['Oracle'],UI Developer
1036,1036,Information Science,Boston,"['C', 'R', 'Node.js', 'Oracle', 'NumPy', 'Javascript', 'Python', 'Java', 'SQL']",['Spring'],Data Analyst
1037,1037,Computer Science,Houston,"['Swift', 'HTML/CSS', 'Javascript', 'Node.js', 'PostGres', 'Oracle', 'Java', 'SQL']","['C', 'Spring', 'Scala']",Full Stack Developer
1038,1038,Computer Science,Seattle,"['SQL', 'Scala', 'Angular', 'Java', 'R', 'Spring']",['C++'],DevOps Engineer
1039,1039,Computer Science,Boston,"['SQL', 'Angular', 'Bash', 'Spring', 'Java']","['HTML/CSS', 'Ruby']",Machine Learning Engineer
1040,1040,Data Science,Boston,"['Python', 'Java', 'HTML/CSS', 'Oracle', 'SQL']",['Swift'],Data Scientist
1041,1041,Cyber Security,NYC,"['Ruby', 'SQL', 'Bash', 'Spring', 'MySQLWorkbench', 'AWS', 'Python', 'Java']",['Scikit-learn'],Information Security Analyst
1042,1042,Cyber Security,Boston,"['Bash', 'Angular', 'PostGres', 'Spring', 'NumPy', 'Python', 'Java', 'SQL']",['Scikit-learn'],Data Recovery Professional
1043,1043,Computer Science,Seattle,"['C', 'React', 'Azure', 'AWS', 'NumPy', 'MySQLWorkbench', 'Javascript', 'Python', 'SQL']",['Scala'],Full Stack Developer
1044,1044,Computer Science,Boston,"['SQL', 'Ruby', 'Javascript', 'C', 'Node.js', 'NumPy', 'AWS', 'Oracle', 'MySQLWorkbench', 'Python']",['C++'],Full Stack Developer
1045,1045,Computer Science,NYC,"['Angular', 'Python', 'Ruby', 'C', 'Javascript', 'React', 'Scala', 'PostGres', 'Spring', 'NumPy', 'Java', 'SQL']","['MySQLWorkbench', 'Bash']",Full Stack Developer
1046,1046,Computer Science,Seattle,"['C++', 'Python', 'C', 'Ruby', 'Javascript', 'SQL']","['NumPy', 'Node.js', 'PostGres', 'Angular']",Full Stack Developer
1047,1047,Information Science,Houston,"['Python', 'Javascript', 'SQL', 'Swift', 'MySQLWorkbench', 'Scikit-learn', 'Azure', 'Java']","['C++', 'Spring', 'R']",Data Analyst
1048,1048,Cyber Security,San Francisco,"['SQL', 'Ruby', 'Angular', 'React', 'HTML/CSS', 'PostGres', 'Javascript']","['Oracle', 'Bash']",Network Security Engineer
1049,1049,Data Science,Boston,"['Python', 'C', 'Azure', 'Spring', 'NumPy', 'AWS', 'Java']",['Scala'],Data Scientist
1050,1050,Cyber Security,Seattle,"['React', 'Swift', 'Python', 'C++', 'Node.js', 'R', 'AWS', 'Azure', 'NumPy', 'Javascript', 'Java']","['Spring', 'HTML/CSS', 'C']",Data Recovery Professional
1051,1051,Data Science,NYC,"['Bash', 'C++', 'Java', 'Scala', 'Swift', 'R', 'Oracle', 'SQL']","['Python', 'PostGres']",Database Application Specialist
1052,1052,Cyber Security,Boston,"['Bash', 'Javascript', 'Python', 'Angular', 'React', 'Scikit-learn', 'Oracle', 'SQL']","['Ruby', 'MySQLWorkbench']",Data Recovery Professional
1053,1053,Data Science,Boston,"['R', 'SQL', 'Oracle', 'Spring', 'Java']",['Javascript'],Database Application Specialist
1054,1054,Data Science,San Francisco,"['C++', 'HTML/CSS', 'MySQLWorkbench', 'Python', 'Java', 'SQL']","['Scikit-learn', 'Spring']",Data Architect
1055,1055,Cyber Security,Houston,"['Node.js', 'Bash', 'Java', 'Spring', 'Javascript']",['HTML/CSS'],Penetration Tester
1056,1056,Information Science,NYC,"['Angular', 'HTML/CSS', 'Bash', 'Node.js', 'Ruby', 'Scikit-learn', 'NumPy', 'MySQLWorkbench', 'Javascript', 'Python', 'SQL']",['Scala'],Systems administrator
1057,1057,Information Science,Houston,"['Bash', 'Ruby', 'Swift', 'Python', 'Javascript', 'Angular', 'Scala', 'Spring', 'Java']",[],Data Engineer
1058,1058,Computer Science,NYC,"['SQL', 'Java', 'Bash', 'AWS', 'PostGres', 'Python']",['MySQLWorkbench'],DevOps Engineer
1059,1059,Computer Science,NYC,"['Node.js', 'Scala', 'SQL', 'Python', 'Swift', 'Scikit-learn', 'Azure', 'MySQLWorkbench', 'NumPy', 'Javascript']",['HTML/CSS'],Full Stack Developer
1060,1060,Data Science,NYC,"['Angular', 'AWS', 'PostGres', 'SQL']","['C++', 'Python']",Data Scientist
1061,1061,Information Science,NYC,"['Swift', 'HTML/CSS', 'NumPy', 'MySQLWorkbench', 'Python', 'SQL']",['PostGres'],Data Analyst
1062,1062,Data Science,Seattle,"['C', 'Python', 'Spring', 'PostGres', 'Azure', 'Oracle', 'Java', 'SQL']",[],Database Application Specialist
1063,1063,Data Science,Seattle,"['Swift', 'HTML/CSS', 'Python', 'Java', 'React', 'C', 'Scala', 'Scikit-learn', 'Javascript', 'SQL']","['Bash', 'Oracle', 'Spring']",Data Scientist
1064,1064,Computer Science,San Francisco,"['C++', 'HTML/CSS', 'Ruby', 'Scikit-learn', 'Azure', 'MySQLWorkbench', 'Python', 'SQL']","['Node.js', 'Javascript']",Full Stack Developer
1065,1065,Information Science,San Francisco,"['C++', 'Spring', 'Python', 'Java']","['Scikit-learn', 'C']",Intelligence Specialist
1066,1066,Cyber Security,Houston,"['Bash', 'Scala', 'React', 'Spring', 'NumPy', 'Javascript', 'Python', 'Java']","['AWS', 'C', 'Scikit-learn']",Penetration Tester
1067,1067,Cyber Security,Seattle,"['Python', 'HTML/CSS', 'Swift', 'Java', 'AWS']",['SQL'],Information Security Analyst
1068,1068,Computer Science,San Francisco,"['Swift', 'Javascript', 'AWS', 'Python']","['NumPy', 'C++']",Web Developer
1069,1069,Cyber Security,Houston,"['Python', 'Javascript', 'Scikit-learn']",[],Network Security Engineer
1070,1070,Information Science,Houston,"['R', 'Javascript', 'Angular', 'Bash', 'PostGres', 'SQL']",['Swift'],Systems administrator
1071,1071,Cyber Security,NYC,"['Scala', 'Ruby', 'AWS', 'Python', 'SQL']",['MySQLWorkbench'],Network Security Engineer
1072,1072,Computer Science,Houston,"['Ruby', 'SQL', 'Scala', 'HTML/CSS', 'R', 'Javascript', 'Node.js', 'NumPy', 'Python']",['Java'],Full Stack Developer
1073,1073,Computer Science,Seattle,"['Java', 'Bash', 'C', 'Ruby', 'Oracle', 'SQL']",['HTML/CSS'],Machine Learning Engineer
1074,1074,Data Science,Boston,"['SQL', 'Node.js', 'C++', 'AWS', 'NumPy', 'Oracle', 'Javascript', 'Python']","['Ruby', 'Swift']",Data Engineer
1075,1075,Computer Science,Seattle,"['Swift', 'Python', 'C++', 'SQL', 'Scala', 'C', 'Javascript', 'PostGres']",[],Full Stack Developer
1076,1076,Data Science,NYC,"['Javascript', 'C++', 'C', 'Node.js', 'AWS', 'MySQLWorkbench', 'SQL']",['Python'],Data Engineer
1077,1077,Cyber Security,Seattle,"['Bash', 'Scala', 'Javascript', 'Java', 'HTML/CSS', 'SQL', 'Spring']",['Ruby'],Data Recovery Professional
1078,1078,Information Science,NYC,"['Ruby', 'SQL', 'Swift', 'Spring', 'Python', 'Java']","['Scala', 'HTML/CSS', 'NumPy']",Data Engineer
1079,1079,Computer Science,San Francisco,"['Ruby', 'Angular', 'Spring', 'Oracle', 'Java', 'SQL']",['Scala'],Machine Learning Engineer
